transaction_id,date,supplier_id,supplier_name,country,payment_terms_days,delivery_days,price_usd,quality_rating,incoterms,shipping_included,express_available,order_urgency,budget_available,product_name,product_type,quantity_needed,total_estimated_cost,within_budget,quality_acceptable,value_score,month,quarter,selected,selection_reason
264,2022-08-28,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,471.29,4.0,EXW,False,True,Medium,3715.11,Válvula Mariposa 150mm,valve_butterfly,8,4056.72,False,True,75.29,8,Q3,True,High Quality
265,2022-09-30,4,"Xiamen Borida Products Co., Ltd",China,0,22,242.42,3.0,EXW,False,False,Low,7448.32,Válvula Mariposa 200mm,valve_butterfly,7,2008.63,True,True,57.58,9,Q3,True,Reliable Supplier
266,2022-09-17,6,Autonics Perú,Perú,15,5,128.01,4.8,EXW LIMA,True,True,High,2566.2,AUT-PT200,transmisor_presion,5,640.03,True,True,94.72,9,Q3,True,Premium Quality
267,2022-09-25,5,Ritherm,Perú,30,7,12.96,4.5,EXW LIMA,False,True,Critical,675.51,RIT-MP-100,pressure_sensor_analog,13,168.42,True,True,89.87,9,Q3,True,Local Supplier
268,2022-09-24,4,"Xiamen Borida Products Co., Ltd",China,0,22,17.75,3.0,EXW,False,False,High,9412.82,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,80,1638.58,True,True,59.82,9,Q3,True,Best Price
269,2022-09-13,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,475.88,4.0,EXW,False,True,High,5079.18,Válvula Mariposa 150mm,valve_butterfly,8,4108.92,True,True,75.24,9,Q3,True,High Quality
270,2022-09-15,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,2534.91,4.0,EXW,False,True,Medium,6239.34,Rollo Tejido 1.80x200m,filter_cloth_roll,2,5302.64,True,True,54.65,9,Q3,True,High Quality
271,2022-09-03,5,Ritherm,Perú,30,7,71.68,4.5,EXW LIMA,False,True,Critical,794.87,RIT-MP-300D,pressure_sensor_digital,2,143.36,True,True,89.28,9,Q3,True,Local Supplier
272,2022-09-23,4,"Xiamen Borida Products Co., Ltd",China,0,22,269.72,3.0,EXW,False,False,Low,4464.06,Válvula Mariposa 200mm,valve_butterfly,9,2874.14,True,True,57.3,9,Q3,True,Reliable Supplier
273,2022-09-18,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,205.13,4.0,EXW,False,True,Medium,7294.18,Placa PP 1000x1000,filter_plate,6,1820.66,True,True,77.95,9,Q3,True,High Quality
274,2022-09-30,3,GWI GROUP LIMITED,China,0,28,86.22,3.5,CIF LIMA,True,True,Low,2467.83,Válvula Bola 50mm,valve_ball,9,775.98,True,True,69.14,9,Q3,True,Reliable Supplier
275,2022-09-17,3,GWI GROUP LIMITED,China,0,28,494.29,3.5,CIF LIMA,True,True,Medium,16718.98,PP2821 Roll 1.70x30m,filter_cloth_roll,3,1482.87,True,True,65.06,9,Q3,True,Reliable Supplier
276,2022-09-03,4,"Xiamen Borida Products Co., Ltd",China,0,22,90.17,3.0,EXW,False,False,Medium,6052.78,Placa PP 800x800,filter_plate,10,1088.93,True,True,59.1,9,Q3,True,Reliable Supplier
277,2022-09-21,5,Ritherm,Perú,30,7,28.14,4.5,EXW LIMA,False,True,Medium,1373.75,RIT-TMP-50,temperature_sensor_bimetal,5,140.72,True,True,89.72,9,Q3,True,Local Supplier
278,2022-09-29,5,Ritherm,Perú,30,7,28.18,4.5,EXW LIMA,False,True,High,625.31,RIT-TMP-50,temperature_sensor_bimetal,17,479.08,True,True,89.72,9,Q3,True,Local Supplier
279,2022-09-09,5,Ritherm,Perú,30,7,27.63,4.5,EXW LIMA,False,True,Low,515.23,RIT-TMP-50,temperature_sensor_bimetal,3,82.88,True,True,89.72,9,Q3,True,Local Supplier
280,2022-09-07,2,TESTORI LATAM SpA,Chile/Italia,0,10,968.23,5.0,EXW ITALIA,False,False,High,3445.3,Válvula Diafragma 150mm PTFE,valve_diaphragm,2,2341.47,True,True,90.32,9,Q3,True,Premium Quality
281,2022-09-22,6,Autonics Perú,Perú,15,5,19.62,4.8,EXW LIMA,True,True,High,1206.73,AUT-PR18-5DN,sensor_inductivo,14,274.73,True,True,95.8,9,Q3,True,Premium Quality
282,2022-09-24,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,2299.11,4.0,EXW,False,True,Low,5562.97,Rollo Tejido 1.80x200m,filter_cloth_roll,1,2483.32,True,True,57.01,9,Q3,True,High Quality
283,2022-09-21,2,TESTORI LATAM SpA,Chile/Italia,0,10,487.64,5.0,EXW ITALIA,False,False,Low,4281.38,Placa Cerámica 1000x1000,filter_plate_ceramic,36,17873.89,False,True,95.12,9,Q3,True,Premium Quality
284,2022-09-19,3,GWI GROUP LIMITED,China,0,28,87.77,3.5,CIF LIMA,True,True,Low,3419.97,Válvula Bola 50mm,valve_ball,10,877.74,True,True,69.12,9,Q3,True,Reliable Supplier
285,2022-09-03,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,20.28,4.0,EXW,False,True,Critical,7405.09,AS-135.CA-DUPL 400X400,filter_cloth_standard,58,1659.28,True,True,79.8,9,Q3,True,Best Price
286,2022-09-04,4,"Xiamen Borida Products Co., Ltd",China,0,22,16.19,3.0,EXW,False,False,Medium,4239.26,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,66,1303.1,True,True,59.84,9,Q3,True,Best Price
287,2022-09-18,3,GWI GROUP LIMITED,China,0,28,96.55,3.5,CIF LIMA,True,True,Low,2082.52,Válvula Bola 50mm,valve_ball,1,96.55,True,True,69.03,9,Q3,True,Reliable Supplier
288,2022-09-20,3,GWI GROUP LIMITED,China,0,28,452.85,3.5,CIF LIMA,True,True,High,4197.45,PP2821 Roll 1.70x30m,filter_cloth_roll,4,1811.4,True,True,65.47,9,Q3,True,Reliable Supplier
289,2022-09-22,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,19.46,4.0,EXW,False,True,Low,3710.18,AS-135.CA-DUPL 400X400,filter_cloth_standard,44,1034.7,True,True,79.81,9,Q3,True,Best Price
290,2022-09-14,3,GWI GROUP LIMITED,China,0,28,87.78,3.5,CIF LIMA,True,True,Medium,3136.05,Válvula Bola 50mm,valve_ball,6,526.67,True,True,69.12,9,Q3,True,Reliable Supplier
291,2022-09-21,4,"Xiamen Borida Products Co., Ltd",China,0,22,248.65,3.0,EXW,False,False,Medium,2195.32,Válvula Mariposa 200mm,valve_butterfly,8,2501.07,False,True,57.51,9,Q3,True,Reliable Supplier
292,2022-09-11,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,22.12,4.0,EXW,False,True,Medium,3885.99,AS-135.CA-DUPL 400X400,filter_cloth_standard,48,1301.98,True,True,79.78,9,Q3,True,Best Price
293,2022-09-13,6,Autonics Perú,Perú,15,5,23.86,4.8,EXW LIMA,True,True,Medium,1461.32,AUT-PR18-5DN,sensor_inductivo,17,405.64,True,True,95.76,9,Q3,True,Premium Quality
294,2022-09-09,6,Autonics Perú,Perú,15,5,122.3,4.8,EXW LIMA,True,True,Low,1050.55,AUT-PT200,transmisor_presion,13,1589.88,False,True,94.78,9,Q3,True,Premium Quality
295,2022-09-19,5,Ritherm,Perú,30,7,16.02,4.5,EXW LIMA,False,True,Low,332.3,RIT-MP-100,pressure_sensor_analog,19,304.43,True,True,89.84,9,Q3,True,Local Supplier
296,2022-09-07,4,"Xiamen Borida Products Co., Ltd",China,0,22,19.81,3.0,EXW,False,False,Low,1622.43,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,98,2394.31,False,True,59.8,9,Q3,True,Reliable Supplier
297,2022-09-10,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,17.01,4.0,EXW,False,True,Low,8101.69,AS-135.CA-DUPL 400X400,filter_cloth_standard,64,1684.31,True,True,79.83,9,Q3,True,Best Price
298,2022-09-13,2,TESTORI LATAM SpA,Chile/Italia,0,10,1083.5,5.0,EXW ITALIA,False,False,High,1738.97,Válvula Diafragma 150mm PTFE,valve_diaphragm,9,10217.25,False,True,89.16,9,Q3,True,Premium Quality
299,2022-09-20,3,GWI GROUP LIMITED,China,0,28,99.49,3.5,CIF LIMA,True,True,Medium,6498.2,Válvula Bola 50mm,valve_ball,2,198.98,True,True,69.01,9,Q3,True,Reliable Supplier
300,2022-09-12,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,231.71,4.0,EXW,False,True,Low,11836.08,Placa PP 1000x1000,filter_plate,41,9830.07,True,True,77.68,9,Q3,True,High Quality
301,2022-09-09,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,415.35,4.0,EXW,False,True,Low,3931.78,Válvula Mariposa 150mm,valve_butterfly,8,3778.57,True,True,75.85,9,Q3,True,High Quality
302,2022-09-10,3,GWI GROUP LIMITED,China,0,28,101.56,3.5,CIF LIMA,True,True,Low,6903.57,Válvula Bola 50mm,valve_ball,2,203.12,True,True,68.98,9,Q3,True,Reliable Supplier
303,2022-09-12,2,TESTORI LATAM SpA,Chile/Italia,0,10,458.16,5.0,EXW ITALIA,False,False,Low,7211.15,Placa Cerámica 1000x1000,filter_plate_ceramic,18,8440.72,False,True,95.42,9,Q3,True,Premium Quality
304,2022-09-15,3,GWI GROUP LIMITED,China,0,28,16.1,3.5,CIF LIMA,True,True,Low,8291.67,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,15,241.48,True,True,69.84,9,Q3,True,Best Price
305,2022-09-06,5,Ritherm,Perú,30,7,13.47,4.5,EXW LIMA,False,True,Medium,509.34,RIT-MP-100,pressure_sensor_analog,18,242.47,True,True,89.87,9,Q3,True,Local Supplier
306,2022-09-15,2,TESTORI LATAM SpA,Chile/Italia,0,10,994.83,5.0,EXW ITALIA,False,False,Low,2711.52,Válvula Diafragma 150mm PTFE,valve_diaphragm,3,3312.51,False,True,90.05,9,Q3,True,Premium Quality
307,2022-10-15,2,TESTORI LATAM SpA,Chile/Italia,0,10,866.15,5.0,EXW ITALIA,False,False,Medium,6080.78,Válvula Diafragma 150mm PTFE,valve_diaphragm,1,1354.7,True,True,91.34,10,Q4,True,Premium Quality
308,2022-10-03,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,19.25,4.0,EXW,False,True,High,3933.86,AS-135.CA-DUPL 400X400,filter_cloth_standard,56,1346.15,True,True,79.81,10,Q4,True,Best Price
309,2022-10-17,6,Autonics Perú,Perú,15,5,22.57,4.8,EXW LIMA,True,True,Low,1033.57,AUT-PR18-5DN,sensor_inductivo,14,316.04,True,True,95.77,10,Q4,True,Premium Quality
310,2022-10-28,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,18.32,4.0,EXW,False,True,High,7353.9,AS-135.CA-DUPL 400X400,filter_cloth_standard,96,2184.76,True,True,79.82,10,Q4,True,Best Price
311,2022-10-05,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,404.04,4.0,EXW,False,True,Low,2260.17,Válvula Mariposa 150mm,valve_butterfly,5,2233.79,True,True,75.96,10,Q4,True,High Quality
312,2022-10-16,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,18.26,4.0,EXW,False,True,Low,2501.79,AS-135.CA-DUPL 400X400,filter_cloth_standard,81,1713.63,True,True,79.82,10,Q4,True,Best Price
313,2022-10-20,2,TESTORI LATAM SpA,Chile/Italia,0,10,3346.95,5.0,EXW ITALIA,False,False,Medium,11753.74,P9520 TC Rollo 1.80x200m,filter_cloth_roll,1,3681.06,True,True,66.53,10,Q4,True,Premium Quality
314,2022-10-15,3,GWI GROUP LIMITED,China,0,28,102.44,3.5,CIF LIMA,True,True,Medium,1700.59,Válvula Bola 50mm,valve_ball,10,1024.4,True,True,68.98,10,Q4,True,Reliable Supplier
315,2022-10-10,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,455.37,4.0,EXW,False,True,Low,3376.36,Válvula Mariposa 150mm,valve_butterfly,9,4502.9,False,True,75.45,10,Q4,True,High Quality
316,2022-10-09,6,Autonics Perú,Perú,15,5,19.18,4.8,EXW LIMA,True,True,High,1287.13,AUT-PR12-4AO,sensor_inductivo,19,364.47,True,True,95.81,10,Q4,True,Premium Quality
317,2022-10-18,2,TESTORI LATAM SpA,Chile/Italia,0,10,993.8,5.0,EXW ITALIA,False,False,Medium,6283.93,Válvula Diafragma 150mm PTFE,valve_diaphragm,2,2248.98,True,True,90.06,10,Q4,True,Premium Quality
318,2022-10-02,2,TESTORI LATAM SpA,Chile/Italia,0,10,3498.27,5.0,EXW ITALIA,False,False,Low,11025.12,P9520 TC Rollo 1.80x200m,filter_cloth_roll,1,3912.84,True,True,65.02,10,Q4,True,Premium Quality
319,2022-10-21,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,21.29,4.0,EXW,False,True,Medium,8321.77,AS-135.CA-DUPL 400X400,filter_cloth_standard,36,1172.86,True,True,79.79,10,Q4,True,Best Price
320,2022-10-20,2,TESTORI LATAM SpA,Chile/Italia,0,10,3372.13,5.0,EXW ITALIA,False,False,Low,8629.33,P9520 TC Rollo 1.80x200m,filter_cloth_roll,3,10309.23,False,True,66.28,10,Q4,True,Premium Quality
321,2022-10-30,3,GWI GROUP LIMITED,China,0,28,20.2,3.5,CIF LIMA,True,True,Low,2141.99,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,93,1878.49,True,True,69.8,10,Q4,True,Best Price
322,2022-10-25,6,Autonics Perú,Perú,15,5,124.77,4.8,EXW LIMA,True,True,Low,1112.78,AUT-PT200,transmisor_presion,17,2121.03,False,True,94.75,10,Q4,True,Premium Quality
323,2022-10-21,2,TESTORI LATAM SpA,Chile/Italia,0,10,534.74,5.0,EXW ITALIA,False,False,Low,8336.28,Placa Cerámica 1000x1000,filter_plate_ceramic,9,5004.53,True,True,94.65,10,Q4,True,Premium Quality
324,2022-10-09,2,TESTORI LATAM SpA,Chile/Italia,0,10,3423.42,5.0,EXW ITALIA,False,False,Medium,19204.07,P9520 TC Rollo 1.80x200m,filter_cloth_roll,4,14172.58,True,True,65.77,10,Q4,True,Premium Quality
325,2022-10-12,5,Ritherm,Perú,30,7,24.47,4.5,EXW LIMA,False,True,High,561.4,RIT-TMP-50,temperature_sensor_bimetal,14,342.61,True,True,89.76,10,Q4,True,Local Supplier
326,2022-10-09,4,"Xiamen Borida Products Co., Ltd",China,0,22,20.12,3.0,EXW,False,False,Low,5925.79,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,53,1571.32,True,True,59.8,10,Q4,True,Best Price
327,2022-10-25,3,GWI GROUP LIMITED,China,0,28,107.24,3.5,CIF LIMA,True,True,Medium,1605.83,Válvula Bola 50mm,valve_ball,8,857.91,True,True,68.93,10,Q4,True,Reliable Supplier
328,2022-10-06,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,232.45,4.0,EXW,False,True,Medium,4023.18,Placa PP 1000x1000,filter_plate,32,7647.67,False,True,77.68,10,Q4,True,High Quality
329,2022-10-21,3,GWI GROUP LIMITED,China,0,28,99.24,3.5,CIF LIMA,True,True,Low,5819.31,Válvula Bola 50mm,valve_ball,6,595.46,True,True,69.01,10,Q4,True,Reliable Supplier
330,2022-10-02,4,"Xiamen Borida Products Co., Ltd",China,0,22,15.97,3.0,EXW,False,False,Medium,7797.09,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,99,1773.66,True,True,59.84,10,Q4,True,Best Price
331,2022-10-03,4,"Xiamen Borida Products Co., Ltd",China,0,22,275.15,3.0,EXW,False,False,Low,5919.89,Válvula Mariposa 200mm,valve_butterfly,9,2816.37,True,True,57.25,10,Q4,True,Reliable Supplier
332,2022-10-03,3,GWI GROUP LIMITED,China,0,28,91.23,3.5,CIF LIMA,True,True,Medium,2170.81,Válvula Bola 50mm,valve_ball,2,182.45,True,True,69.09,10,Q4,True,Reliable Supplier
333,2022-10-10,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,17.41,4.0,EXW,False,True,Low,9936.46,AS-135.CA-DUPL 400X400,filter_cloth_standard,92,1990.51,True,True,79.83,10,Q4,True,Best Price
334,2022-10-21,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,2238.53,4.0,EXW,False,True,Low,14049.28,Rollo Tejido 1.80x200m,filter_cloth_roll,2,4812.33,True,True,57.61,10,Q4,True,High Quality
335,2022-11-24,2,TESTORI LATAM SpA,Chile/Italia,0,10,878.12,5.0,EXW ITALIA,False,False,Low,6642.0,Válvula Diafragma 150mm PTFE,valve_diaphragm,6,5708.79,True,True,91.22,11,Q4,True,Premium Quality
336,2022-11-20,4,"Xiamen Borida Products Co., Ltd",China,0,22,20.25,3.0,EXW,False,False,Low,1241.42,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,98,2227.15,False,True,59.8,11,Q4,True,Reliable Supplier
337,2022-11-07,4,"Xiamen Borida Products Co., Ltd",China,0,22,20.68,3.0,EXW,False,False,Low,1491.12,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,92,2275.49,False,True,59.79,11,Q4,True,Reliable Supplier
338,2022-11-16,3,GWI GROUP LIMITED,China,0,28,81.09,3.5,CIF LIMA,True,True,Medium,7276.71,Válvula Bola 50mm,valve_ball,9,729.85,True,True,69.19,11,Q4,True,Reliable Supplier
339,2022-11-12,5,Ritherm,Perú,30,7,15.31,4.5,EXW LIMA,False,True,Low,1332.98,RIT-MP-100,pressure_sensor_analog,14,214.31,True,True,89.85,11,Q4,True,Local Supplier
340,2022-11-22,2,TESTORI LATAM SpA,Chile/Italia,0,10,417.72,5.0,EXW ITALIA,False,False,Critical,2166.89,Placa Cerámica 1000x1000,filter_plate_ceramic,9,4027.51,False,True,95.82,11,Q4,True,Premium Quality
341,2022-11-02,6,Autonics Perú,Perú,15,5,127.65,4.8,EXW LIMA,True,True,High,1430.27,AUT-PT200,transmisor_presion,18,2297.78,False,True,94.72,11,Q4,True,Premium Quality
342,2022-11-25,2,TESTORI LATAM SpA,Chile/Italia,0,10,960.73,5.0,EXW ITALIA,False,False,Low,5663.49,Válvula Diafragma 150mm PTFE,valve_diaphragm,2,2140.17,True,True,90.39,11,Q4,True,Premium Quality
343,2022-11-03,4,"Xiamen Borida Products Co., Ltd",China,0,22,253.04,3.0,EXW,False,False,Critical,4986.54,Válvula Mariposa 200mm,valve_butterfly,3,938.86,True,True,57.47,11,Q4,True,Reliable Supplier
344,2022-11-24,5,Ritherm,Perú,30,7,16.91,4.5,EXW LIMA,False,True,Medium,593.38,RIT-MP-100,pressure_sensor_analog,3,50.73,True,True,89.83,11,Q4,True,Local Supplier
345,2022-11-20,3,GWI GROUP LIMITED,China,0,28,19.51,3.5,CIF LIMA,True,True,High,7675.24,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,95,1853.83,True,True,69.8,11,Q4,True,Best Price
346,2022-11-06,2,TESTORI LATAM SpA,Chile/Italia,0,10,3439.79,5.0,EXW ITALIA,False,False,Low,12275.57,P9520 TC Rollo 1.80x200m,filter_cloth_roll,5,17741.98,False,True,65.6,11,Q4,True,Premium Quality
347,2022-11-29,2,TESTORI LATAM SpA,Chile/Italia,0,10,882.44,5.0,EXW ITALIA,False,False,Medium,4905.05,Válvula Diafragma 150mm PTFE,valve_diaphragm,5,5000.98,False,True,91.18,11,Q4,True,Premium Quality
348,2022-11-16,2,TESTORI LATAM SpA,Chile/Italia,0,10,2818.79,5.0,EXW ITALIA,False,False,Low,11993.76,P9520 TC Rollo 1.80x200m,filter_cloth_roll,1,3227.05,True,True,71.81,11,Q4,True,Premium Quality
349,2022-11-17,4,"Xiamen Borida Products Co., Ltd",China,0,22,96.74,3.0,EXW,False,False,Low,2459.82,Placa PP 800x800,filter_plate,20,2100.69,True,True,59.03,11,Q4,True,Reliable Supplier
350,2022-11-23,2,TESTORI LATAM SpA,Chile/Italia,0,10,926.13,5.0,EXW ITALIA,False,False,Low,3591.71,Válvula Diafragma 150mm PTFE,valve_diaphragm,4,4178.66,False,True,90.74,11,Q4,True,Premium Quality
351,2022-11-03,3,GWI GROUP LIMITED,China,0,28,82.25,3.5,CIF LIMA,True,True,Medium,5876.62,Válvula Bola 50mm,valve_ball,9,740.26,True,True,69.18,11,Q4,True,Reliable Supplier
352,2022-11-08,5,Ritherm,Perú,30,7,64.32,4.5,EXW LIMA,False,True,Low,382.71,RIT-MP-300D,pressure_sensor_digital,14,900.47,False,True,89.36,11,Q4,True,Local Supplier
353,2022-11-28,3,GWI GROUP LIMITED,China,0,28,91.26,3.5,CIF LIMA,True,True,Low,4468.85,Válvula Bola 50mm,valve_ball,9,821.38,True,True,69.09,11,Q4,True,Reliable Supplier
354,2022-11-10,4,"Xiamen Borida Products Co., Ltd",China,0,22,20.78,3.0,EXW,False,False,Low,3183.26,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,89,2448.1,True,True,59.79,11,Q4,True,Best Price
355,2022-11-24,5,Ritherm,Perú,30,7,14.6,4.5,EXW LIMA,False,True,Low,307.65,RIT-MP-100,pressure_sensor_analog,6,87.57,True,True,89.85,11,Q4,True,Local Supplier
356,2022-11-12,4,"Xiamen Borida Products Co., Ltd",China,0,22,74.9,3.0,EXW,False,False,High,2014.62,Placa PP 800x800,filter_plate,26,2335.83,False,True,59.25,11,Q4,True,Reliable Supplier
357,2022-11-16,5,Ritherm,Perú,30,7,16.9,4.5,EXW LIMA,False,True,Medium,411.63,RIT-MP-100,pressure_sensor_analog,10,168.96,True,True,89.83,11,Q4,True,Local Supplier
358,2022-11-17,3,GWI GROUP LIMITED,China,0,28,441.22,3.5,CIF LIMA,True,True,Low,19592.88,PP2821 Roll 1.70x30m,filter_cloth_roll,4,1764.89,True,True,65.59,11,Q4,True,Reliable Supplier
359,2022-11-05,4,"Xiamen Borida Products Co., Ltd",China,0,22,20.01,3.0,EXW,False,False,High,9334.38,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,50,1297.42,True,True,59.8,11,Q4,True,Best Price
360,2022-11-08,4,"Xiamen Borida Products Co., Ltd",China,0,22,237.56,3.0,EXW,False,False,Low,6569.59,Válvula Mariposa 200mm,valve_butterfly,3,1045.6,True,True,57.62,11,Q4,True,Reliable Supplier
361,2022-11-25,3,GWI GROUP LIMITED,China,0,28,16.12,3.5,CIF LIMA,True,True,Critical,3385.07,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,69,1112.61,True,True,69.84,11,Q4,True,Best Price
362,2022-11-23,4,"Xiamen Borida Products Co., Ltd",China,0,22,207.52,3.0,EXW,False,False,Low,2464.1,Válvula Mariposa 200mm,valve_butterfly,6,1529.62,True,True,57.92,11,Q4,True,Reliable Supplier
363,2022-11-06,2,TESTORI LATAM SpA,Chile/Italia,0,10,964.28,5.0,EXW ITALIA,False,False,Medium,5113.7,Válvula Diafragma 150mm PTFE,valve_diaphragm,8,7906.9,False,True,90.36,11,Q4,True,Premium Quality
364,2022-11-26,4,"Xiamen Borida Products Co., Ltd",China,0,22,81.74,3.0,EXW,False,False,Low,10303.72,Placa PP 800x800,filter_plate,8,1087.57,True,True,59.18,11,Q4,True,Reliable Supplier
365,2022-11-19,3,GWI GROUP LIMITED,China,0,28,86.39,3.5,CIF LIMA,True,True,Low,7981.55,Válvula Bola 50mm,valve_ball,1,86.39,True,True,69.14,11,Q4,True,Reliable Supplier
366,2022-11-21,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,21.43,4.0,EXW,False,True,Low,9145.7,AS-135.CA-DUPL 400X400,filter_cloth_standard,21,749.16,True,True,79.79,11,Q4,True,Best Price
367,2022-11-15,2,TESTORI LATAM SpA,Chile/Italia,0,10,916.58,5.0,EXW ITALIA,False,False,Medium,4724.82,Válvula Diafragma 150mm PTFE,valve_diaphragm,7,6758.04,False,True,90.83,11,Q4,True,Premium Quality
368,2022-11-30,4,"Xiamen Borida Products Co., Ltd",China,0,22,18.85,3.0,EXW,False,False,Low,8950.81,Filter Press Cloth 1200x1200 set,filter_press_cloth_set,67,1523.6,True,True,59.81,11,Q4,True,Best Price
369,2022-12-29,4,"Xiamen Borida Products Co., Ltd",China,0,22,85.66,3.0,EXW,False,False,Low,4797.76,Placa PP 800x800,filter_plate,10,1290.42,True,True,59.14,12,Q4,True,Reliable Supplier
370,2022-12-26,2,TESTORI LATAM SpA,Chile/Italia,0,10,1030.21,5.0,EXW ITALIA,False,False,Medium,4617.95,Válvula Diafragma 150mm PTFE,valve_diaphragm,6,6486.07,False,True,89.7,12,Q4,True,Premium Quality
371,2022-12-11,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,17.86,4.0,EXW,False,True,Medium,3869.9,AS-135.CA-DUPL 400X400,filter_cloth_standard,13,785.23,True,True,79.82,12,Q4,True,Best Price
372,2022-12-02,6,Autonics Perú,Perú,15,5,123.02,4.8,EXW LIMA,True,True,High,1586.35,AUT-PT200,transmisor_presion,18,2214.42,False,True,94.77,12,Q4,True,Premium Quality
373,2022-12-08,5,Ritherm,Perú,30,7,60.45,4.5,EXW LIMA,False,True,Low,1088.24,RIT-MP-300D,pressure_sensor_digital,9,544.03,True,True,89.4,12,Q4,True,Local Supplier
374,2022-12-30,4,"Xiamen Borida Products Co., Ltd",China,0,22,264.86,3.0,EXW,False,False,Low,7002.28,Válvula Mariposa 200mm,valve_butterfly,10,2877.8,True,True,57.35,12,Q4,True,Reliable Supplier
375,2022-12-26,2,TESTORI LATAM SpA,Chile/Italia,0,10,3260.58,5.0,EXW ITALIA,False,False,Critical,4451.31,P9520 TC Rollo 1.80x200m,filter_cloth_roll,5,16537.63,False,True,67.39,12,Q4,True,Premium Quality
376,2022-12-16,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,16.9,4.0,EXW,False,True,Low,1341.67,AS-135.CA-DUPL 400X400,filter_cloth_standard,72,1637.81,False,True,79.83,12,Q4,True,High Quality
377,2022-12-16,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,379.36,4.0,EXW,False,True,Medium,3714.93,Válvula Mariposa 150mm,valve_butterfly,3,1649.17,True,True,76.21,12,Q4,True,High Quality
378,2022-12-05,5,Ritherm,Perú,30,7,24.05,4.5,EXW LIMA,False,True,Low,1452.67,RIT-TMP-50,temperature_sensor_bimetal,13,312.68,True,True,89.76,12,Q4,True,Local Supplier
379,2022-12-13,2,TESTORI LATAM SpA,Chile/Italia,0,10,3333.7,5.0,EXW ITALIA,False,False,Medium,9161.65,P9520 TC Rollo 1.80x200m,filter_cloth_roll,3,10370.33,False,True,66.66,12,Q4,True,Premium Quality
380,2022-12-18,3,GWI GROUP LIMITED,China,0,28,477.27,3.5,CIF LIMA,True,True,High,14648.51,PP2821 Roll 1.70x30m,filter_cloth_roll,2,954.54,True,True,65.23,12,Q4,True,Reliable Supplier
381,2022-12-19,1,AIR SLAID TECIDOS TÉCNICOS LTDA,Brasil,0,30,247.79,4.0,EXW,False,True,Low,8023.89,Placa PP 1000x1000,filter_plate,16,4550.01,True,True,77.52,12,Q4,True,High Quality
382,2022-12-24,3,GWI GROUP LIMITED,China,0,28,418.3,3.5,CIF LIMA,True,True,Low,6686.2,PP2821 Roll 1.70x30m,filter_cloth_roll,3,1254.91,True,True,65.82,12,Q4,True,Reliable Supplier
383,2022-12-08,2,TESTORI LATAM SpA,Chile/Italia,0,10,3122.87,5.0,EXW ITALIA,False,False,Low,16592.32,P9520 TC Rollo 1.80x200m,filter_cloth_roll,3,9593.45,True,True,68.77,12,Q4,True,Premium Quality
